alpha,Iter_GRASP,Iter_ILS,n10m2_A,n10m2_B,n15m3_A,n15m3_B,n15m4_A,n15m4_B,n29m4_A,n29m4_B,n29m6_A,n29m6_B,n40m5_A,n40m5_B,n52m5_A,n52m5_B,n450m16_A,n500m10_A
0.900000,300,100,0.000000,0.000000,0.000000,1503000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,509000.000000,0.000000,0.000000,0.000000,7003000.000000,5464000.000000
0.900000,500,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2009000.000000,1994000.000000
1.000000,1024,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7998000.000000,3017000.000000
1.000000,1024,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999000.000000,0.000000,6265000.000000,0.000000
1.000000,1024,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4430000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4005000.000000,3990000.000000
1.000000,1024,8,2404000.000000,0.000000,0.000000,0.000000,0.000000,2517000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3512000.000000,2145000.000000
1.000000,1024,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4517000.000000
0.900000,1024,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1006000.000000,0.000000,0.000000,1002000.000000,1997000.000000,2571000.000000
0.900000,1024,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,508000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3392000.000000,2885000.000000
0.750000,512,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,996000.000000,0.000000,0.000000,1682000.000000,1980000.000000
0.800000,800,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1180000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1658000.000000,1990000.000000
0.800000,1024,8,516000.000000,0.000000,1194000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999000.000000,2997000.000000
0.850000,625,125,0.000000,994000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1999000.000000,2497000.000000
0.800000,400,200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,514000.000000,3512000.000000,2651000.000000
0.850000,700,150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1994000.000000,3008000.000000
